170.106.15.3 - - [23/Nov/2025:00:38:15 +0300] "GET / HTTP/1.1" 200 2541 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" 2479
110.249.201.42 - - [23/Nov/2025:00:40:13 +0300] "GET /robots.txt HTTP/1.1" 404 3862 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 1929
47.129.144.190 - - [23/Nov/2025:00:55:38 +0300] "GET /.git/config HTTP/1.1" 404 478 "-" "PycURL/7.45.7 libcurl/8.16.0-DEV OpenSSL/3.5.3 zlib/1.2.11 brotli/1.1.0 libssh2/1.11.1_DEV nghttp2/1.67.1" 1569
47.129.144.190 - - [23/Nov/2025:00:55:39 +0300] "GET /.git/config HTTP/1.1" 404 474 "-" "PycURL/7.45.7 libcurl/8.16.0-DEV OpenSSL/3.5.3 zlib/1.2.11 brotli/1.1.0 libssh2/1.11.1_DEV nghttp2/1.67.1" 941
185.191.171.6 - - [23/Nov/2025:00:57:08 +0300] "GET /Beak.html HTTP/1.1" 200 6094 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 38904
185.191.171.18 - - [23/Nov/2025:00:57:55 +0300] "GET /robots.txt HTTP/1.1" 404 3614 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 1798
185.191.171.10 - - [23/Nov/2025:00:57:55 +0300] "GET /page20.html HTTP/1.1" 200 5486 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 11537
74.7.230.25 - - [23/Nov/2025:01:04:36 +0300] "GET /robots.txt HTTP/1.1" 404 450 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot" 2133
74.7.227.0 - - [23/Nov/2025:01:04:37 +0300] "GET / HTTP/1.1" 200 2522 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)" 25749
85.208.96.196 - - [23/Nov/2025:01:13:41 +0300] "GET /page49.html HTTP/1.1" 200 2255 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 19126
74.7.230.25 - - [23/Nov/2025:01:52:05 +0300] "GET /robots.txt HTTP/1.1" 404 450 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot" 1260
66.249.64.128 - - [23/Nov/2025:02:15:20 +0300] "GET /robots.txt HTTP/1.1" 404 3895 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 1285
66.249.64.132 - - [23/Nov/2025:02:15:20 +0300] "GET /SekiPoljanu.html HTTP/1.1" 200 7883 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 21438
66.249.64.132 - - [23/Nov/2025:02:15:22 +0300] "GET /assets/dropdown/css/style.css HTTP/1.1" 200 2150 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 14997
66.249.64.128 - - [23/Nov/2025:02:15:23 +0300] "GET /assets/mobirise/css/mbr-additional.css?v=ed2y8K HTTP/1.1" 200 19153 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 142434
66.249.64.128 - - [23/Nov/2025:02:15:23 +0300] "GET /assets/slidervideo/script.js HTTP/1.1" 200 1753 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 62825
66.249.64.132 - - [23/Nov/2025:02:15:24 +0300] "GET /assets/gallery/script.js HTTP/1.1" 200 2546 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 22763
66.249.64.128 - - [23/Nov/2025:02:15:24 +0300] "GET /assets/tether/tether.min.js HTTP/1.1" 200 7340 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 13403
66.249.64.128 - - [23/Nov/2025:02:15:25 +0300] "GET /assets/smoothscroll/smooth-scroll.js HTTP/1.1" 200 3944 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 1026
66.249.64.128 - - [23/Nov/2025:02:15:25 +0300] "GET /assets/dropdown/js/navbar-dropdown.js HTTP/1.1" 200 1122 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 568
66.249.64.132 - - [23/Nov/2025:02:15:25 +0300] "GET /assets/gallery/player.min.js HTTP/1.1" 200 5596 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 13376
66.249.64.128 - - [23/Nov/2025:02:15:26 +0300] "GET /assets/bootstrapcarouselswipe/bootstrap-carousel-swipe.js HTTP/1.1" 200 1780 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 7924
66.249.64.132 - - [23/Nov/2025:02:15:26 +0300] "GET /assets/vimeoplayer/jquery.mb.vimeo_player.js HTTP/1.1" 200 7206 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 2862
66.249.64.128 - - [23/Nov/2025:02:15:27 +0300] "GET /assets/popper/popper.min.js HTTP/1.1" 200 7297 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 12115
66.249.64.132 - - [23/Nov/2025:02:15:27 +0300] "GET /assets/theme/js/script.js HTTP/1.1" 200 8669 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 8896
66.249.64.132 - - [23/Nov/2025:02:15:28 +0300] "GET /assets/masonry/masonry.pkgd.min.js HTTP/1.1" 200 16374 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 4452
66.249.64.132 - - [23/Nov/2025:02:15:28 +0300] "GET /assets/imagesloaded/imagesloaded.pkgd.min.js HTTP/1.1" 200 4064 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 1303
66.249.64.132 - - [23/Nov/2025:02:15:29 +0300] "GET /assets/gallery/style.css HTTP/1.1" 200 2443 "https://sergeykarev.com/SekiPoljanu.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 1203
66.249.64.132 - - [23/Nov/2025:02:15:34 +0300] "GET /assets/images/temporary-100x100.png HTTP/1.1" 200 14449 "-" "Googlebot-Image/1.0" 8661
66.249.64.132 - - [23/Nov/2025:02:15:36 +0300] "GET /favicon.ico HTTP/1.1" 404 619 "-" "Googlebot-Image/1.0" 946
114.119.132.38 - - [23/Nov/2025:02:15:57 +0300] "GET /robots.txt HTTP/1.1" 404 466 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 2041
5.39.109.189 - - [23/Nov/2025:02:18:28 +0300] "GET / HTTP/1.1" 200 2522 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 2447
74.7.230.25 - - [23/Nov/2025:02:21:01 +0300] "GET /robots.txt HTTP/1.1" 404 450 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; robots.txt; +https://openai.com/searchbot" 1758
85.208.96.193 - - [23/Nov/2025:02:31:05 +0300] "GET /robots.txt HTTP/1.1" 404 466 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 1829
185.191.171.2 - - [23/Nov/2025:02:31:05 +0300] "GET /Garlic.html HTTP/1.1" 200 2149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 28447
17.246.19.198 - - [23/Nov/2025:02:35:03 +0300] "GET /robots.txt HTTP/1.1" 404 3842 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1830
17.246.19.198 - - [23/Nov/2025:02:35:03 +0300] "GET /page47.html HTTP/1.1" 200 2744 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 24259
17.246.19.148 - - [23/Nov/2025:02:36:38 +0300] "GET /assets/bootstrap/css/bootstrap-grid.min.css HTTP/1.1" 200 9932 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 14607
17.246.19.29 - - [23/Nov/2025:02:36:38 +0300] "GET /assets/tether/tether.min.css HTTP/1.1" 200 3855 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 3273
17.246.23.230 - - [23/Nov/2025:02:36:39 +0300] "GET /assets/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 27638 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 25105
17.246.23.167 - - [23/Nov/2025:02:36:40 +0300] "GET /assets/bootstrap/css/bootstrap-reboot.min.css HTTP/1.1" 200 5321 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 8819
17.246.19.113 - - [23/Nov/2025:02:36:40 +0300] "GET /assets/dropdown/css/style.css HTTP/1.1" 200 5427 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 2199
17.246.23.86 - - [23/Nov/2025:02:36:40 +0300] "GET /assets/web/assets/mobirise-icons/mobirise-icons.css HTTP/1.1" 200 5296 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 17927
17.246.19.148 - - [23/Nov/2025:02:36:41 +0300] "GET /assets/socicon/css/styles.css HTTP/1.1" 200 3441 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 10495
17.246.19.29 - - [23/Nov/2025:02:36:41 +0300] "GET /assets/theme/css/style.css HTTP/1.1" 200 4243 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 15579
17.246.23.230 - - [23/Nov/2025:02:36:41 +0300] "GET /assets/gallery/style.css HTTP/1.1" 200 2443 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1193
17.246.23.182 - - [23/Nov/2025:02:36:42 +0300] "GET /assets/mobirise/css/mbr-additional.css?v=R7Vhsb HTTP/1.1" 200 22430 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 20720
17.246.19.113 - - [23/Nov/2025:02:36:43 +0300] "GET /assets/web/assets/jquery/jquery.min.js HTTP/1.1" 200 31469 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 19474
17.246.15.172 - - [23/Nov/2025:02:36:44 +0300] "GET /assets/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 18667 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 18091
17.246.15.204 - - [23/Nov/2025:02:36:44 +0300] "GET /assets/tether/tether.min.js HTTP/1.1" 200 10617 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 3899
17.246.23.182 - - [23/Nov/2025:02:36:45 +0300] "GET /assets/dropdown/js/nav-dropdown.js HTTP/1.1" 200 3073 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1594
17.246.23.214 - - [23/Nov/2025:02:36:45 +0300] "GET /assets/smoothscroll/smooth-scroll.js HTTP/1.1" 200 7221 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 2532
17.246.15.172 - - [23/Nov/2025:02:36:46 +0300] "GET /assets/touchswipe/jquery.touch-swipe.min.js HTTP/1.1" 200 5518 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 2392
17.246.19.217 - - [23/Nov/2025:02:36:46 +0300] "GET /assets/dropdown/js/navbar-dropdown.js HTTP/1.1" 503 3934 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1238
17.246.15.204 - - [23/Nov/2025:02:36:46 +0300] "GET /assets/masonry/masonry.pkgd.min.js HTTP/1.1" 503 658 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 609
17.246.23.182 - - [23/Nov/2025:02:36:47 +0300] "GET /assets/imagesloaded/imagesloaded.pkgd.min.js HTTP/1.1" 200 4064 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1924
17.246.23.86 - - [23/Nov/2025:02:36:47 +0300] "GET /assets/popper/popper.min.js HTTP/1.1" 200 7297 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 2326
17.246.23.224 - - [23/Nov/2025:02:36:48 +0300] "GET /assets/vimeoplayer/jquery.mb.vimeo_player.js HTTP/1.1" 200 10483 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 3859
17.246.19.11 - - [23/Nov/2025:02:36:49 +0300] "GET /assets/theme/js/script.js HTTP/1.1" 503 3934 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 1411
17.246.23.148 - - [23/Nov/2025:02:36:49 +0300] "GET /assets/gallery/player.min.js HTTP/1.1" 503 3934 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 839
17.246.23.182 - - [23/Nov/2025:02:36:49 +0300] "GET /assets/gallery/script.js HTTP/1.1" 503 658 "https://www.sergeykarev.com/page47.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)" 297
